page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
4323,Gilgamesh (Earth-616),\/Gilgamesh_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,59,Jul-77,1977
19544,Rebecca Blake (Earth-616),\/Rebecca_Blake_(Earth-616),Public Identity,Neutral Characters,,Auburn Hair,Female Characters,,Living Characters,59,Nov-78,1978
16581,Biotron (Earth-616),\/Biotron_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,59,Jan-79,1979
2373,Ruth Bat-Seraph (Earth-616),\/Ruth_Bat-Seraph_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,59,Aug-80,1980
9818,Sofia Mantega (Earth-616),\/Sofia_Mantega_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,59,Jul-03,2003
21524,Nezhno Abidemi (Earth-616),\/Nezhno_Abidemi_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Living Characters,59,Apr-06,2006
20944,Thomas Shepherd (Earth-616),\/Thomas_Shepherd_(Earth-616),Secret Identity,Good Characters,Green Eyes,White Hair,Male Characters,,Living Characters,59,Mar-06,2006
318002,Ken Mack (Earth-616),\/Ken_Mack_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,59,Aug-10,2010
392313,Turg (Moloid) (Earth-616),\/Turg_(Moloid)_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,59,Mar-10,2010
45115,Ivan Petrovitch (Earth-616),\/Ivan_Petrovitch_(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,58,Aug-70,1970
42233,Robert Diamond (Earth-616),\/Robert_Diamond_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,58,Apr-74,1974
18638,Debra Whitman (Earth-616),\/Debra_Whitman_(Earth-616),No Dual Identity,,Green Eyes,Blond Hair,Female Characters,,Living Characters,58,Sep-79,1979
2069,Cassandra Webb (Earth-616),\/Cassandra_Webb_(Earth-616),Public Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,,Deceased Characters,58,Nov-80,1980
27010,Claudette and Nicole St. Croix (Earth-616),\/Claudette_and_Nicole_St._Croix_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,58,Sep-94,1994
7196,Greg Willis (Earth-616),\/Greg_Willis_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,58,Aug-05,2005
392309,Korr (Moloid) (Earth-616),\/Korr_(Moloid)_(Earth-616),Secret Identity,Good Characters,,No Hair,,,Living Characters,58,Mar-10,2010
8096,Daniel Brito (Earth-616),\/Daniel_Brito_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,57,Mar-64,1964
8189,Jackson Brice (Earth-616),\/Jackson_Brice_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,57,Mar-64,1964
1784,Quincy Harker (Earth-616),\/Quincy_Harker_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,57,Mar-73,1973
1459,Duvid Fortunov (Earth-616),\/Duvid_Fortunov_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,57,Aug-75,1975
1094,Philippa Sontag (Earth-616),\/Philippa_Sontag_(Earth-616),Secret Identity,Bad Characters,Violet Eyes,Black Hair,Female Characters,,Living Characters,57,Oct-86,1986
347765,Laurie Tromette (Earth-616),\/Laurie_Tromette_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,57,Sep-10,2010
441087,Max Modell (Earth-616),\/Max_Modell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Homosexual Characters,Living Characters,57,Jan-11,2011
59017,Arthur Pendragon (Earth-616),\/Arthur_Pendragon_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,56,Mar-44,1944
2655,Hera Argeia (Earth-616),\/Hera_Argeia_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,56,Apr-49,1949
1451,Johann Fennhoff (Earth-616),\/Johann_Fennhoff_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,56,Nov-68,1968
57395,Mesmero (Vincent) (Earth-616),\/Mesmero_(Vincent)_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,56,Oct-68,1968
27334,Martha Robertson (Earth-616),\/Martha_Robertson_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,56,Jan-69,1969
1233,James Braddock Jr. (Earth-616),\/James_Braddock_Jr._(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,56,Dec-76,1976
1817,Ayesha (Earth-616),\/Ayesha_(Earth-616),Secret Identity,,White Eyes,Blond Hair,Female Characters,,Living Characters,56,Nov-77,1977
2209,Nebula (Earth-616),\/Nebula_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Female Characters,,Living Characters,56,Jul-85,1985
3923,Blackout (Lilin) (Earth-616),\/Blackout_(Lilin)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,56,Jun-90,1990
5562,Garrison Kane (Earth-616),\/Garrison_Kane_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,56,Sep-91,1991
19283,Phyla-Vell (Earth-616),\/Phyla-Vell_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Homosexual Characters,Deceased Characters,56,Jan-04,2004
497468,Vil (Earth-616),\/Vil_(Earth-616),Secret Identity,Neutral Characters,,No Hair,Female Characters,,Living Characters,56,Apr-10,2010
1338,Eliot Franklin (Clown) (Earth-616),\/Eliot_Franklin_(Clown)_(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,55,Sep-62,1962
14945,Psycho-Man (Earth-616),\/Psycho-Man_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,55,Nov-67,1967
37671,Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616),\/Humanoid_Experimental_Robot_B-Type_Integrated_Electronics_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,55,Aug-79,1979
1110,Cleo Nefertiti (Earth-616),\/Cleo_Nefertiti_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,55,Sep-85,1985
13066,Fen (Earth-616),\/Fen_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Auburn Hair,Female Characters,,Living Characters,55,,
7992,Martha Connors (Earth-616),\/Martha_Connors_(Earth-616),Public Identity,,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,54,Nov-63,1963
8016,Stan Lee (Earth-616),\/Stan_Lee_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,54,Jan-63,1963
2646,Athena Parthenos (Earth-616),\/Athena_Parthenos_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Female Characters,,Deceased Characters,54,May-69,1969
2441,Hector Ayala (Earth-616),\/Hector_Ayala_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,54,Dec-75,1975
18762,Blake Tower (Earth-616),\/Blake_Tower_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,54,Jan-76,1976
3816,Dimitri Bukharin (Earth-616),\/Dimitri_Bukharin_(Earth-616),Secret Identity,,Brown Eyes,Bald,Male Characters,,Living Characters,54,Apr-78,1978
1292,Captain Universe (Earth-616),\/Captain_Universe_(Earth-616),Secret Identity,Good Characters,Variable Eyes,Variable Hair,Agender Characters,,Living Characters,54,Aug-79,1979
107958,Mister Negative (Earth-616),\/Mister_Negative_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,54,Jun-07,2007
1999,William Lumpkin (Earth-616),\/William_Lumpkin_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,53,Feb-63,1963
1500,Ego (Earth-616),\/Ego_(Earth-616),No Dual Identity,,,No Hair,Male Characters,,Living Characters,53,Sep-66,1966
11801,Bova Ayrshire (Earth-616),\/Bova_Ayrshire_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,53,Aug-74,1974
2525,Seth (Earth-616),\/Seth_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,53,Oct-75,1975
1581,Brian Falsworth (Earth-616),\/Brian_Falsworth_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Deceased Characters,53,Jul-77,1977
2394,Nikolai Krylenko (Earth-616),\/Nikolai_Krylenko_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,53,Apr-78,1978
95510,Valinor (Earth-616),\/Valinor_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,53,Mar-79,1979
10107,Ann Darnell (Earth-616),\/Ann_Darnell_(Earth-616),Secret Identity,,Green Eyes,Brown Hair,Female Characters,,Living Characters,53,Dec-80,1980
4855,Alexander Pierce (Earth-616),\/Alexander_Pierce_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,53,Aug-88,1988
43757,Kayla Ballantine (Earth-616),\/Kayla_Ballantine_(Earth-616),Public Identity,Good Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,53,Nov-89,1989
1358,Vanessa Carlysle (Earth-616),\/Vanessa_Carlysle_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,White Hair,Female Characters,,Living Characters,53,Feb-91,1991
5834,Donyell Taylor (Earth-616),\/Donyell_Taylor_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,53,Oct-93,1993
19503,Ken Ellis (Earth-616),\/Ken_Ellis_(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,53,Nov-94,1994
399184,Teon Macik (Earth-616),\/Teon_Macik_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,53,Dec-10,2010
497467,Wu (Earth-616),\/Wu_(Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,53,Apr-10,2010
563846,Eva Bell (Earth-616),\/Eva_Bell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,53,Jan-13,2013
1552,Zuras (Earth-616),\/Zuras_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,52,Aug-40,1940
44540,Kevin Marlow (Earth-616),\/Kevin_Marlow_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,52,Oct-41,1941
1737,Steven Rogers (William Burnside) (Earth-616),\/Steven_Rogers_(William_Burnside)_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,52,Dec-53,1953
2583,Space Phantom (Earth-616),\/Space_Phantom_(Earth-616),,,Black Eyes,Brown Hair,Male Characters,,Living Characters,52,Nov-63,1963
5466,Tana Nile (Earth-616),\/Tana_Nile_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,52,Jun-66,1966
7419,Turk Barrett (Earth-616),\/Turk_Barrett_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,52,Oct-70,1970
79028,Xandarian Worldmind (Earth-616),\/Xandarian_Worldmind_(Earth-616),Public Identity,Good Characters,,,,,Living Characters,52,Apr-77,1977
386915,Argon (Microverse) (Earth-616),\/Argon_(Microverse)_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,52,Jan-79,1979
17184,Fabian Stankowicz (Earth-616),\/Fabian_Stankowicz_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,52,Mar-82,1982
2118,Masque (Morlock) (Earth-616),\/Masque_(Morlock)_(Earth-616),Secret Identity,,Red Eyes,Bald,Male Characters,,Living Characters,52,May-83,1983
1511,Manuel de la Rocha (Earth-616),\/Manuel_de_la_Rocha_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,52,Jun-84,1984
1797,Kodiak Noatak (Earth-616),\/Kodiak_Noatak_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,52,Oct-86,1986
1367,Graydon Creed (Earth-616),\/Graydon_Creed_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,52,Jan-93,1993
1897,Max Eisenhardt (Joseph) (Earth-616),\/Max_Eisenhardt_(Joseph)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,52,Dec-95,1995
2493,Seward Trainer (Earth-616),\/Seward_Trainer_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,52,Jan-95,1995
240407,Tex Dawson (Earth-616),\/Tex_Dawson_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,51,Dec-54,1954
1582,Gunther Bain (Earth-616),\/Gunther_Bain_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,51,Nov-64,1964
37414,Jeryn Hogarth (Earth-616),\/Jeryn_Hogarth_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,51,Aug-77,1977
5442,Robert Farrell (Earth-616),\/Robert_Farrell_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,51,Sep-77,1977
1536,Maximillian Zaran (Earth-616),\/Maximillian_Zaran_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,51,Jun-79,1979
9519,Chons (Earth-616),\/Chons_(Earth-616),Public Identity,Neutral Characters,Variable Eyes,,Male Characters,,Living Characters,51,Nov-80,1980
1584,Mikhail Ursus (Earth-616),\/Mikhail_Ursus_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,51,Apr-81,1981
7230,Joshua Guthrie (Earth-616),\/Joshua_Guthrie_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,51,Nov-84,1984
1106,Antonio Rodriguez (Earth-616),\/Antonio_Rodriguez_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,No Hair,Male Characters,,Living Characters,51,Aug-85,1985
5585,Jack Hammer (Earth-616),\/Jack_Hammer_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,51,Aug-93,1993
2468,Neal Shaara (Earth-616),\/Neal_Shaara_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,51,May-00,2000
259954,"John Jonah Jameson, Sr. (Earth-616)","\/John_Jonah_Jameson,_Sr._(Earth-616)",No Dual Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,51,Jan-09,2009
282579,Terry Vance (Earth-616),\/Terry_Vance_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,,Living Characters,50,Aug-40,1940
11081,Aphrodite Ourania (Earth-616),\/Aphrodite_Ourania_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,50,Aug-48,1948
4373,M-11 (Earth-616),\/M-11_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,50,May-54,1954
1185,Sir Percy of Scandia (Earth-616),\/Sir_Percy_of_Scandia_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,50,May-55,1955
286732,Deborah Harris (Earth-616),\/Deborah_Harris_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,50,Oct-65,1965
2035,Llyra Morris (Earth-616),\/Llyra_Morris_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,50,Dec-70,1970
1919,Robert Kelly (Earth-616),\/Robert_Kelly_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,50,May-80,1980
27207,Susan Austin (Earth-616),\/Susan_Austin_(Earth-616),Public Identity,Good Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,50,Jun-88,1988
7661,Amelia Voght (Earth-616),\/Amelia_Voght_(Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,50,May-93,1993
2330,Marshall Stone III (Earth-616),\/Marshall_Stone_III_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,50,Mar-93,1993
19486,Alexei Kravinoff (Earth-616),\/Alexei_Kravinoff_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,50,Feb-97,1997
2169,Guy Smith (Earth-616),\/Guy_Smith_(Earth-616),Secret Identity,Good Characters,Purple Eyes,White Hair,Male Characters,,Deceased Characters,50,Aug-01,2001
1067,Tike Alicar (Earth-616),\/Tike_Alicar_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,50,Jul-01,2001
257530,Eden Fesi (Earth-616),\/Eden_Fesi_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,50,Jul-09,2009
282450,Raymond Dawson (Earth-616),\/Raymond_Dawson_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49,Sep-40,1940
259922,Henry Tinkelbaum (Earth-616),\/Henry_Tinkelbaum_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,49,Jun-41,1941
579982,Cookie Novak (Earth-616),\/Cookie_Novak_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,49,Nov-51,1951
579980,Hank Kelly (Earth-616),\/Hank_Kelly_(Earth-616),Public Identity,Good Characters,,Red Hair,,,Living Characters,49,Nov-51,1951
66891,Robert Rider (Earth-616),\/Robert_Rider_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,49,Sep-76,1976
7315,Tania Belinskaya (Earth-616),\/Tania_Belinskaya_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,49,May-76,1976
10303,William Nasland (Earth-616),\/William_Nasland_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,49,Mar-77,1977
1229,Roger Bochs (Earth-616),\/Roger_Bochs_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,49,Aug-83,1983
27290,Marcus Stone (Earth-616),\/Marcus_Stone_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49,Jun-89,1989
2628,Deidre Wentworth (Earth-616),\/Deidre_Wentworth_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Homosexual Characters,Living Characters,49,Jul-91,1991
1363,Fabian Cortez (Earth-616),\/Fabian_Cortez_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,49,Oct-91,1991
4045,Sharra Neramani (Earth-616),\/Sharra_Neramani_(Earth-616),Secret Identity,,Yellow Eyes,Purple Hair,Female Characters,,Deceased Characters,49,Jun-93,1993
68682,Rumiko Fujikawa (Earth-616),\/Rumiko_Fujikawa_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,49,May-98,1998
351565,Gabriel Cohuelo (Earth-616),\/Gabriel_Cohuelo_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49,Oct-10,2010
